game_link,name,price,developer,genres,features,publisher,date release,initial release on platform ,recommended_os,cpu,memory,gpu,available achievements,available xp,Critics Recommend,Top Critic Average,OpenCritic Rating
"Mutant Year Zero: Road to Eden₹1,043",Mutant Year Zero: Road to Eden,"₹1,043",The Bearded Ladies,Turn-BasedRPGStrategy,Single Player,Funcom,12/04/18,WindowsWindows,null,null,null,null,,,66%,78,Strong
Aztez₹521,null,null,null,null,null,null,null,null,null,null,null,null,,,86%,82,Strong
The Escapists₹521,null,null,null,null,null,null,null,null,null,null,null,null,,,46%,73,Fair
"DRAGON QUEST® XI S: Echoes of an Elusive Age™₹2,608",null,null,null,null,null,null,null,null,null,null,null,null,,,89%,88,Mighty
Mutazione₹521,Mutazione,₹521,Die Gute Fabrik,Adventure,null,Akupara Games,03/04/20,WindowsWindowsMac OSMac OS,null,null,null,null,,,80%,76,Strong
WHAT THE GOLF?₹595,null,null,null,null,null,null,null,null,null,null,null,null,,,97%,84,Mighty
SuperMash₹595,null,null,null,null,null,null,null,null,null,null,null,null,,,17%,51,Weak
Production Line₹589,null,null,null,null,null,null,null,null,null,null,null,null,,,null,null,null
World of Goo₹446,null,null,null,null,null,null,null,null,null,null,null,null,,,null,null,null
What Remains of Edith Finch₹595,What Remains of Edith Finch,₹595,Giant Sparrow,First PersonPuzzleNarration,Controller SupportSingle Player,Annapurna Interactive,04/25/17,WindowsWindows,null,null,null,null,,,91%,88,Mighty
Evan's Remains₹186,null,null,null,null,null,null,null,null,null,null,null,null,,,68%,72,Fair
Hell is other demons₹239,Hell is other demons,₹239,Cuddle Monster Games,ShooterRogue-Liteer,Single Player,Kongregate,06/17/21,Initial Release04/18/19,Windows 10,Requires a 64-bit processor and operating system,null,8 GB RAM,,,75%,78,Strong
GNOG₹297,null,null,null,null,null,null,null,null,null,null,null,null,,,55%,73,Fair
"Zombie Army 4: Dead War₹1,415",Zombie Army 4: Dead War,"₹1,415",Rebellion,ActionHorrorShooter,MultiplayerAchievements,Rebellion,02/04/20,WindowsWindows,null,null,null,null,null,null,57%,75,Strong
Big Pharma₹589,null,null,null,null,null,null,null,null,null,null,null,null,,,null,null,null
Crysis Remastered-60%₹709₹283.60,null,null,null,null,null,null,null,null,null,null,null,null,,,22%,65,Weak
LEGO® Batman™: The Videogame₹521,null,null,null,null,null,null,null,null,null,null,null,null,,,null,null,null
"Medieval Dynasty₹1,490",null,null,null,null,null,null,null,null,null,null,null,null,,,null,null,null
Slime Rancher₹595,null,null,null,null,null,null,null,null,null,null,null,null,,,64%,76,Strong
Drawful 2₹372,null,null,null,null,null,null,null,null,null,null,null,null,,,null,null,null
Subnautica₹709,null,null,null,null,null,null,null,null,null,null,null,null,,,92%,85,Mighty
Flower₹223,null,null,null,null,null,null,null,null,null,null,null,null,,,null,null,null
"Watch Dogs: Legion Ultimate Edition-67%₹5,999₹1,979.67",null,null,null,null,null,null,null,null,null,null,null,null,,,null,null,null
Jackbox Party Pack 3₹595,null,null,null,null,null,null,null,null,null,null,null,null,,,73%,80,Strong
Hob₹521,Hob,₹521,Runic Games,ActionExplorationAction-AdventureAdventure,Single Player,Perfect World Entertainment,04/02/20,WindowsWindows,null,null,null,null,,,63%,76,Strong
The Jackbox Party Pack 7₹709,null,null,null,null,null,null,null,null,null,null,null,null,,,78%,79,Strong
7 Billion Humans₹446,null,null,null,null,null,null,null,null,null,null,null,null,,,null,null,null
Gorogoa₹446,null,null,null,null,null,null,null,null,null,null,null,null,,,91%,85,Mighty
"NBA 2K21₹3,299",null,null,null,null,null,null,null,null,null,null,null,null,,,36%,68,Fair
Assassin's Creed Rogue Standard Edition₹999,null,null,null,null,null,null,null,null,null,null,null,null,,,31%,70,Fair
Surviving Mars₹699,null,null,null,null,null,null,null,null,null,null,null,null,,,63%,77,Strong
Conan Exiles ModkitFree,Conan Exiles Modkit,Free,Funcom,null,null,Funcom,01/17/17,,null,null,null,null,,,null,null,null
Rise of the Tomb Raider: 20 Year Celebration₹999,null,null,null,null,null,null,null,null,null,null,null,null,,,91%,87,Mighty
Northgard₹709,null,null,null,null,null,null,null,null,null,null,null,null,,,80%,80,Strong
Trials Evolution: Gold Edition₹999,Trials Evolution: Gold Edition,₹999,Ubisoft,Racing,null,Ubisoft,02/11/21,Initial Release03/21/13,Windows 7 64-bit / Windows 8,Quad-core Intel or AMD CPU,null,4 GB recommended,,,null,null,null
"Mafia: Trilogy₹3,299",null,null,null,null,null,null,null,null,null,null,null,null,,,null,null,null
Animation Throwdown: The Quest for CardsFree,Animation Throwdown: The Quest for Cards,Free,Kongregate,StrategyAdventureCard Game,Single Player,Kongregate,10/04/21,Initial Release05/05/17,Windows 10,Core i5 or Core i7,null,4 GB RAM,,,null,null,null
"KINGDOM HEARTS III + Re Mind (DLC)₹3,999",null,null,null,null,null,null,null,null,null,null,null,null,,,85%,84,Mighty
"Borderlands: The Handsome Collection₹2,999",null,null,null,null,null,null,null,null,null,null,null,null,,,null,null,null
My Time At Portia₹745,null,null,null,null,null,null,null,null,null,null,null,null,,,63%,75,Strong
"Disaster Report 4: Summer Memories₹1,419",null,null,null,null,null,null,null,null,null,null,null,null,,,18%,54,Weak
Doki Doki Literature Club Plus!₹459,null,null,null,null,null,null,null,null,null,null,null,null,,,95%,87,Mighty
Mars 2030 EditorFree,Mars 2030 Editor,Free,–,null,null,–,02/08/20,,null,null,null,null,,,null,null,null
"EA STAR WARS™ TRIPLE BUNDLE₹6,499",null,null,null,null,null,null,null,null,null,null,null,null,,,null,null,null
"SnowRunner₹1,199",null,null,null,null,null,null,null,null,null,null,null,null,,,80%,80,Strong
Tacoma₹521,null,null,null,null,null,null,null,null,null,null,null,null,,,62%,77,Strong
Sable₹589,null,null,null,null,null,null,null,null,null,null,null,null,,,null,null,null
Skate City₹349,null,null,null,null,null,null,null,null,null,null,null,null,,,null,null,null
"KINGDOM HEARTS HD 1.5+2.5 ReMIX₹2,999",null,null,null,null,null,null,null,null,null,null,null,null,,,89%,82,Strong
Anodyne 2: Return To Dust₹521,null,null,null,null,null,null,null,null,null,null,null,null,,,71%,73,Fair
"Control₹2,161",null,null,null,null,null,null,null,null,null,null,null,null,,,90%,84,Mighty
Wattam₹595,null,null,null,null,null,null,null,null,null,null,null,null,,,65%,74,Fair
The Jackbox Party Pack 6₹670,null,null,null,null,null,null,null,null,null,null,null,null,,,60%,74,Fair
"Assassin’s Creed® Valhalla + Immortals Fenyx Rising™ Bundle₹5,499",null,null,null,null,null,null,null,null,null,null,null,null,,,null,null,null
"Saviors of Sapphire Wings & Strangers of Sword City Revisited₹1,179",null,null,null,null,null,null,null,null,null,null,null,null,,,null,null,null
TowerFall Ascension₹595,TowerFall Ascension,₹595,Matt Makes Games,null,Controller SupportCo-opMultiplayerSingle Player,Matt Makes Games,12/31/19,WindowsWindowsMac OSMac OSMac OSMac OS,null,null,null,null,,,75%,84,Mighty
Subway Midnight₹239,null,null,null,null,null,null,null,null,null,null,null,null,,,null,null,null
"Assassin’s Creed Valhalla + Watch Dogs: Legion Bundle₹5,499",null,null,null,null,null,null,null,null,null,null,null,null,,,null,null,null
"WRC 9 FIA World Rally Championship₹1,099",null,null,null,null,null,null,null,null,null,null,null,null,,,80%,79,Strong
Scott Pilgrim vs. The World: The Game – Complete Edition₹749,Scott Pilgrim vs. The World: The Game – Complete Edition,₹749,Ubisoft,ActionFighting,null,Ubisoft,01/14/21,WindowsWindows,null,null,null,Privacy Policy,,,null,null,null
A Good Snowman is Hard to Build₹239,null,null,null,null,null,null,null,null,null,null,null,null,,,null,null,null
"WRC 8 FIA World Rally Championship₹1,099",null,null,null,null,null,null,null,null,null,null,null,null,,,null,null,null
"SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated₹1,139",null,null,null,null,null,null,null,null,null,null,null,null,,,46%,70,Fair
"Crysis Remastered Trilogy₹1,179",null,null,null,null,null,null,null,null,null,null,null,null,,,null,null,null
The Jackbox Party Pack 5₹670,null,null,null,null,null,null,null,null,null,null,null,null,,,78%,79,Strong
Democracy 4₹639,null,null,null,null,null,null,null,null,null,null,null,null,,,null,null,null
The Colonists₹589,null,null,null,null,null,null,null,null,null,null,null,null,,,60%,74,Fair
"ZEN Triple RPG Bundle₹1,419",null,null,null,null,null,null,null,null,null,null,null,null,,,null,null,null
The World Next Door₹239,The World Next Door,₹239,Rose City Games,ActionAdventureIndie,Single Player,VIZ Media,11/19/20,WindowsWindowsMac OSMac OS,Windows 7 64 bit,Intel H81 core i3 4130T 2.90GHZ (dual core),null,2 GB available space,,,null,null,null
Shadow Tactics: Blades of the Shogun₹819,null,null,null,null,null,null,null,null,null,null,null,null,,,93%,83,Strong
3 Out of 10: Season OneFree,null,null,null,null,null,null,null,null,null,null,null,null,,,null,null,null
Carcassonne₹297,Carcassonne,₹297,Asmodee Digital,CasualStrategy,Multiplayer,Asmodee Digital,02/06/20,WindowsWindows,null,null,null,null,null,null,null,null,null
Insurgency: Sandstorm - Mod Tools & EditorFree,null,null,null,null,null,null,null,null,null,null,null,null,,,61%,79,Strong
Lake₹529,Lake,₹529,Gamious,AdventureIndie,Single PlayerController Support,Whitethorn Games,09/01/21,WindowsWindows,null,null,null,null,,,42%,69,Fair
Subnautica Below Zero₹709,null,null,null,null,null,null,null,null,null,null,null,null,,,null,null,null
Levelhead₹521,null,null,null,null,null,null,null,null,null,null,null,null,,,null,null,null
"KINGDOM HEARTS Melody of Memory₹3,999",null,null,null,null,null,null,null,null,null,null,null,null,,,65%,76,Strong
Scourgebringer-50%₹409₹204.50,null,null,null,null,null,null,null,null,null,null,null,null,,,82%,81,Strong
Donut County₹446,null,null,null,null,null,null,null,null,null,null,null,null,,,62%,76,Strong
"Shadowrun Trilogy₹1,303",null,null,null,null,null,null,null,null,null,null,null,null,,,null,null,null
Falcon Age₹595,null,null,null,null,null,null,null,null,null,null,null,null,,,50%,69,Fair
Pikuniku₹297,null,null,null,null,null,null,null,null,null,null,null,null,,,68%,76,Strong
Everything₹446,null,null,null,null,null,null,null,null,null,null,null,null,,,51%,73,Fair
"RollerCoaster Tycoon 3 Complete Edition₹1,490",null,null,null,null,null,null,null,null,null,null,null,null,,,72%,75,Strong
Assassin's Creed® I: Director's Cut₹499,Assassin's Creed® I: Director's Cut,₹499,Ubisoft,Action-Adventure,null,Ubisoft,04/09/08,WindowsWindows,Vista,Intel Core 2 Duo 2.2 GHz | AMD Athlon 64 X2 4400+ 2.3 GHz,Nvidia GeForce 9600 GT ATI Radeon HD 3800 series 512 MB of VRAM DirectX 10 compatible,2 GB,,,null,null,null
Lifeless Planet: Premier Edition₹484,Lifeless Planet: Premier Edition,₹484,Stage 2 Studios,ActionAdventureIndie,null,Serenity Forge,07/09/20,WindowsWindows,Windows 7,Intel Core i3 or faster,NVIDIA Geforce GT 640 or faster,3000 MB RAM,,,null,null,null
Primordials: Battle of GodsFree,Primordials: Battle of Gods,Free,GLOBAL DODO ENTERTAINMENT d.o.o.,ActionStrategy,Multiplayer,WIREGAMES d.o.o.,03/04/21,WindowsWindows,Windows 7 or newer,Intel(R) Core(TM) i7-4770K / AMD Ryzen 5 1500x,Nvidia GeForce GTX 1050 4GB / AMD Radeon RX 570 4GB,4GB,,,null,null,null
The Falconeer: Standard Edition₹469,The Falconeer,₹469,Tomas Sala,ActionOpen WorldIndie,Single Player,Wired Productions,08/05/21,WindowsWindows,Windows 10 64bit,Intel Core i5 or equivalent AMD,"NVIDIA GeForce GTX 1060, AMD Radeon RX 580",4 GB,null,null,41%,69,Fair
"Watch Dogs: Legion Standard Edition-67%₹2,999₹989.67",Watch Dogs: Legion,₹989.67,Ubisoft Toronto,ActionOpen WorldAdventure,Co-opSingle Player,Ubisoft,10/29/20,WindowsWindows,Windows 10 (x64),"Intel Core i7-4790 3.6 GHz, AMD Ryzen 5 1600 3.2 GHz",NVIDIA GeForce GTX 1060/GeForce GTX 1660 Super,6 GB,,,60%,74,Fair
MechWarrior 5: Mercenaries Standard Edition₹709,MechWarrior 5: Mercenaries,₹709,Piranha Games,ActionSimulationShooter,MultiplayerSingle Player,Piranha Games,12/10/19,WindowsWindows,Windows 10 (64-bit version),Intel Core i7-6700K/AMD Ryzen 7 1700,NVIDIA GeForce GTX 1070/AMD RX Vega 56,16GB,null,null,56%,73,Fair
Those Who Remain₹469,Those Who Remain,₹469,Camel 101,HorrorAdventureIndie,Single Player,Wired Productions,11/02/21,Initial Release05/28/20,Windows 7 64-bit,Core i5 / AMD FX 2.4Ghz,NVIDIA GeForce GTX 480 / AMD Radeon HD 5970. OpenGL 3.3,8 GB,,,21%,51,Weak
Might & Magic: Chess RoyaleFree,Might & Magic: Chess Royale,Free,Ubisoft,Strategy,null,Ubisoft,05/05/20,WindowsWindows,"Windows 7, Windows 8 or Windows 10 (64-bit versions only)",Intel Core i3-2120 @ 3.3 GHz or AMD FX-4320 @ 4.0 GHz,"NVIDIA GeForce GTX 650Ti or AMD Radeon HD 7770 (1 GB, with Shader Model 5.0)",4 GB,,,0%,69,Fair
Open Country₹829,Open Country,₹829,FunLabs,null,Single Player,505 Games,06/10/21,WindowsWindows,"OS: Windows 7,8,10","Intel Core i5-750, 2.67 GHz",NVIDIA GeForce GTX 660 | AMD Radeon HD 7950,null,,,null,null,null
Ghostbusters: The Video Game Remastered₹745,Ghostbusters: The Video Game Remastered,₹745,Saber Interactive,ActionAdventure,Single Player,Mad Dog Games,10/04/19,WindowsWindows,Windows 10,Intel Core i5-4690,NVIDIA GeForce GTX 670,6GB Ram,,,49%,69,Fair
"Anno 2205 - Standard Edition₹1,999",Anno 2205,"₹1,999",Blue Byte,Turn-BasedCity BuilderStrategy,MultiplayerSingle Player,Ubisoft,02/19/20,WindowsWindows,"Windows 7 SP1, Windows 8, Windows 10 (64 bit versions only)",Intel Core i5 2400s @ 2.5 GHz or AMD FX 4100 @ 3.6,"nVidia GeForce GTX 680 or AMD Radeon HD7970 or better (2048MB VRAM or more, with Shader Model 5.0)",8 GB RAM,,,34%,69,Fair
"Assassin's Creed Syndicate Standard Edition₹1,999",Assassin's Creed Syndicate,"₹1,999",Ubisoft,ActionOpen WorldStealth,Controller SupportSingle Player,Ubisoft,02/20/20,Initial Release10/23/15,Windows 7 SP1 or Windows 8.1 or Windows 10 (64bit versions),Intel Core i7 3770 @ 3.5 GHz / AMD FX 8350 @ 4.0 GHz,NVIDIA GeForce GTX 760 (4GB) or the newer GTX 970 (4GB) / AMD Radeon R9 280X (3GB of VRAM) or better,8 GB RAM,,,63%,77,Strong
Trials Rising Standard Edition₹999,Trials Rising,₹999,Ubisoft | RedLynx,ActionRacing,Single Player,Ubisoft,02/26/19,WindowsWindows,Windows 7/10 (64 bit only),"Intel Core i5 3470, AMD FX 6100",NVIDIA GeForce GTX 760 or AMD Radeon R9 270X,2 GB,,,81%,80,Strong
Anno 1701 History Edition₹499,Anno 1701 History Edition,₹499,Ubisoft Blue Byte,City BuilderStrategy,null,Ubisoft,06/25/20,WindowsWindows,Windows® 10,"Intel Core i5-4460 @ 3.2 Ghz | AMD Ryzen 5 1600 @ 3.2 Ghz, or better","NVIDIA GeForce GTX 770 with 4 GB VRAM | AMD Radeon RX 470 with 4 GB VRAM, or better",4 GB RAM,,,null,null,null
Anno 1404 History Edition₹749,Anno 1404 History Edition,₹749,Ubisoft Blue Byte,City BuilderStrategy,null,Ubisoft,06/25/20,WindowsWindows,Windows® 10,"Intel Core i5-4460 @ 3.2 Ghz | AMD Ryzen 5 1600 @ 3.2 Ghz, or better","NVIDIA GeForce GTX 770 with 4 GB VRAM | AMD Radeon RX 470 with 4 GB VRAM, or better",4 GB RAM,,,null,null,null
"Far Cry New Dawn Standard Edition₹2,249",Far Cry New Dawn,"₹2,249",Ubisoft,ActionFirst PersonShooterOpen World,Co-opSingle Player,Ubisoft,02/15/19,Initial Release02/15/19,"Windows 7 SP1, Windows 8.1, Windows 10 (64bit versions only)",Intel Core i7-4790 @ 3.6 GHz or AMD Ryzen 5 1600 @ 3.2 GHz,NVIDIA GeForce GTX 970 (4GB) or AMD Radeon R9 290X (4GB) or better,8 GB RAM,,,54%,73,Fair
"Far Cry 5 Standard Edition₹2,999",Far Cry 5,"₹2,999","Ubisoft Montreal, Red Storm, Ubisoft Shanghai, Ubisoft Toronto, Ubisoft Kiev",ActionShooterOpen WorldAdventure,Co-opSingle Player,Ubisoft,03/27/18,WindowsWindows,Windows 7 SP1 | Windows 8.1 | Windows 10 | 64-bit only,Intel Core i7-4770 @ 3.4 GHz | AMD Ryzen 5 1600 @ 3.2 GHz or equivalent,NVIDIA GeForce GTX 970 | AMD R9 290X,8 GB RAM,,,81%,82,Strong
Among Trees₹349,Among Trees,₹349,FJRD Interactive,ExplorationSurvivalIndie,Single Player,FJRD Interactive,06/14/20,WindowsWindows,"Windows 8.1, Windows 10 (64-bit versions only)",Intel Core i7-4770 or AMD Ryzen 5 1600 or equivalent,NVIDIA GeForce GTX 970 or AMD R9 290X,8 GB RAM,,,null,null,null
TrackmaniaFree,Trackmania,Free,Ubisoft Nadeo,Racing,Multiplayer,Ubisoft,07/01/20,WindowsWindows,Windows 10 (64 bit only),"Intel Core i5-4690K, AMD Ryzen5 1500X",NVIDIA GeForce GTX 970 or AMD Radeon RX 480,4GB,,,63%,74,Fair
"South Park™: The Fractured But Whole™ Standard Edition₹2,999",South Park™: The Fractured But Whole™,"₹2,999",Ubisoft San Francisco,Turn-BasedRPGComedy,Controller SupportSingle Player,Ubisoft,10/16/17,WindowsWindows,"Windows XP SP3, Vista SP2, Windows 7® SP1, Windows 8 (both 32/64bit versions)",Intel Core®2Duo E4400 @ 2.0 GHz or better / AMD Athlon™ X2 4400+ @ 2.3 GHz or better,nVidia GeForce® 8800GT or AMD Radeon™ HD3870) / 512MB VRAM with Shader Model 3.0 or higher - See supported List*,4GB or more,,,80%,82,Strong
Helium RainFree,Helium Rain,Free,Deimos Games,null,null,Deimos Games,03/01/19,,Windows 10 (64 bits),Intel Core® i7,NVIDIA GeForce® GTX 970,8 GB RAM,,,null,null,null
"The Witcher 3: Wild Hunt - Game of the Year Edition₹1,413",The Witcher 3: Wild Hunt - Game of the Year Edition,"₹1,413",CD PROJEKT RED,RPGOpen WorldAdventure,null,CD PROJEKT S.A.,05/14/20,WindowsWindows,"64-bit Windows 7, 64-bit Windows 8 (8.1) or 64-bit Windows 10",Intel CPU Core i7 3770 3.4 GHz / AMD CPU AMD FX-8350 4 GHz,Nvidia GPU GeForce GTX 770 / AMD GPU Radeon R9 290,8 GB,,,null,null,null
Dice Legacy₹529,Dice Legacy,₹529,DESTINYbit,City BuilderStrategyIndie,Single Player,Ravenscourt,09/09/21,WindowsWindows,Windows 10 64bit,Intel Core i5-8600K / AMD Ryzen 1300X,Nvidia GTX 1060 6GB / AMD Radeon RX 580 8GB,2 GB,,,null,null,null
Post Scriptum Modding SDKFree,Post Scriptum Modding SDK,Free,Periscope Games,null,null,Offworld Industries,12/03/20,WindowsWindows,Windows 7 SP1 (X64),Intel Core i or AMD Ryzen with 6 physical cores,Nvidia GTX 1070 or Radeon RX 580 with at least 6GB of VRAM,16GB RAM,,,null,null,null
Drone Racing League®₹239,Drone Racing League Simulator®,₹239,The Drone Racing League,SimulationRacing,MultiplayerSingle Player,The Drone Racing League,08/04/21,Initial Release06/16/17,Windows 10,i7 or better,Nvidia GTX 1080 or better,16GB RAM,,,null,null,null
The Plane Effect₹459,The Plane Effect,₹459,Innovina/StudioKiku,PuzzleAdventure,Single PlayerController Support,PQube Limited,09/23/21,WindowsWindows,Windows 10 - 64 bit,Intel Core i5-2500K 3.3GHz / AMD FX-8150 3.6GHz or equivalent,NVIDIA GTX 1080 or equivalent video card with a dedicated memory of 2GB or higher VRAM,8GB RAM,,,null,null,null
UNO Standard Edition₹499,UNO,₹499,Ubisoft,StrategyCard Game,null,Ubisoft,03/17/20,WindowsWindows,"64bit Versions of Windows 7, Windows 8, Windows 10",Intel Core i3 530,NVIDIA GTX 560TI or AMD 5870,4 GB RAM,null,null,33%,64,Weak
The Chameleon₹239,The Chameleon,₹239,Merlino Games,ActionStealthIndie,Single PlayerController Support,Merlino Games,07/13/21,WindowsWindows,Windows 10,Core i7 8700K,Nvidia GTX 580 or AMD HD 7870,8 GB,,,null,null,null
Trials of Fire₹529,Trials of Fire,₹529,Whatboy Games,Rogue-LiteStrategy,Single PlayerController Support,Whatboy Games,06/09/21,Initial Release04/09/21,Requires a 64-bit processor and operating system,Core:i5 2.8 Ghz,Nvidia GTX 660 or AMD Radeon HD 7870 equivalent DX11 GPU,4 GB RAM,,,92%,80,Strong
Beasts of Maravilla Island₹239,Beasts of Maravilla Island,₹239,Banana Bird Studios,CasualAdventureIndie,Single PlayerController Support,Whitethorn Games,06/12/21,WindowsWindows,Windows 8/10 (64-bit OS required),"Intel i7 920 @ 2.7 GHz, AMD Phenom II 945 @ 3.0 GHz","NVIDIA GTX 660, Radeon R9-270",null,,,null,null,null
Rogue CompanyFree,Rogue Company,Free,First Watch Games,ActionShooter,Co-opMultiplayerCompetitiveSingle PlayerController Support,Hi-Rez Studios,09/30/20,WindowsWindows,Windows 10,Intel Core i7,Nvidia GTX 960,16GB,null,null,null,null,null
Oddworld: Soulstorm Enhanced Edition₹939,Oddworld: Soulstorm Enhanced Edition,₹939,"Oddworld Inhabitants, Inc.",ActionPuzzleer,Single Player,"Oddworld Inhabitants, Inc.",04/06/21,WindowsWindows,Windows 10 64 Bit,Intel Quad Core 2.3Ghz CPU,nVidia GTX 970 or equivalent,16GB RAM,,,45%,71,Fair
Path of ExileFree,Path of Exile,Free,Grinding Gear Games,ActionRPG,Co-opMultiplayerSingle Player,Grinding Gear Games,09/16/20,Initial Release10/23/13,Windows 10,"x64-compatible, quad core, 3.2GHz or better",NVIDIA® GeForce® GTX 1050 Ti or ATI Radeon™ RX560 or better,8 GB RAM,null,null,null,null,null
